1. Ano,2. Nome Região (Portugal),3. Filtro 1,4. Filtro 2,5. Filtro 3,6. Escala,7. Símbolo,8. Valor
2012,Portugal,Squash,,, pessoas,-,
2012,Portugal,Surf,,, pessoas,,1745
2012,Portugal,Taekwondo,,, pessoas,,3740
2012,Portugal,Ténis,,, pessoas,,25768
2012,Portugal,Ténis de Mesa,,, pessoas,,3050
2012,Portugal,Tiro,,, pessoas,,3995
2012,Portugal,Tiro com Arco,,, pessoas,,126
2012,Portugal,Tiro com Armas de Caça,,, pessoas,,3224
2012,Portugal,Total,,, pessoas,,524093
2012,Portugal,Trampolins e Desp. Acrobáticos,,, pessoas,-,
2012,Portugal,Triatlo,,, pessoas,,1836
2012,Portugal,Vela,,, pessoas,,1914
2012,Portugal,Voleibol,,, pessoas,,43061
2012,Portugal,Voo Livre,,, pessoas,,831
2012,Portugal,Xadrez,,, pessoas,,2427
2013,Portugal,Aeromodelismo,,, pessoas,,956
2013,Portugal,Aeronáutica,,, pessoas,-,
2013,Portugal,Aikido,,, pessoas,,1318
2013,Portugal,Andebol,,, pessoas,,46405
2013,Portugal,Arqueiros e Besteiros,,, pessoas,-,
2013,Portugal,Artes Marciais Chinesas,,, pessoas,,732
2013,Portugal,Atividades Subaquáticas,,, pessoas,,1093
2013,Portugal,Atletismo,,, pessoas,,14991
2013,Portugal,Automobilismo,,, pessoas,,2399
2013,Portugal,Badminton,,, pessoas,,1831
2013,Portugal,Basebol e Softbol,,, pessoas,-,
2013,Portugal,Basquetebol,,, pessoas,,38347
2013,Portugal,Bilhar,,, pessoas,,1914
2013,Portugal,Boxe,,, pessoas,-,
2013,Portugal,Bridge,,, pessoas,,800
2013,Portugal,Budo,,, pessoas,-,
2013,Portugal,Campismo e Montanhismo,,, pessoas,,31859
2013,Portugal,Canoagem,,, pessoas,,2322
2013,Portugal,Ciclismo,,, pessoas,,10609
2013,Portugal,Columbofilia,,, pessoas,,9893
2013,Portugal,Corfebol,,, pessoas,,656
2013,Portugal,Damas,,, pessoas,,885
2013,Portugal,Dança Desportiva,,, pessoas,,1115
2013,Portugal,Desporto para pessoas com deficiência,,, pessoas,,1643
2013,Portugal,Desporto Universitário,,, pessoas,,8153
2013,Portugal,Desportos de inverno,,, pessoas,,145
2013,Portugal,Equestre,,, pessoas,,5597
2013,Portugal,Escalada de Competição,,, pessoas,-,
2013,Portugal,Esgrima,,, pessoas,,1471
2013,Portugal,Futebol,,, pessoas,,153462
2013,Portugal,Futebol de Salão,,, pessoas,-,
2013,Portugal,Ginástica,,, pessoas,,14322
2013,Portugal,Golfe,,, pessoas,,13825
2013,Portugal,Halterofilismo,,, pessoas,-,
2013,Portugal,Hóquei,,, pessoas,,1800
2013,Portugal,Hovercraft,,, pessoas,-,
2013,Portugal,Jet Ski,,, pessoas,-,
2013,Portugal,Ju-Jitsu e Disciplinas Associadas,,, pessoas,x,
2013,Portugal,Judo,,, pessoas,x,
2013,Portugal,Karate,,, pessoas,,15315
2013,Portugal,Kickboxing,,, pessoas,,614
2013,Portugal,Lohan Tao Kempo,,, pessoas,-,
2013,Portugal,Lutas Amadoras,,, pessoas,,920
2013,Portugal,Minigolfe,,, pessoas,,780
2013,Portugal,Motociclismo,,, pessoas,,795
2013,Portugal,Motonáutica,,, pessoas,,355
2013,Portugal,Natação,,, pessoas,,11651
2013,Portugal,Orientação,,, pessoas,,2741
2013,Portugal,Padel,,, pessoas,-,
2013,Portugal,Paraquedismo,,, pessoas,-,
2013,Portugal,Patinagem,,, pessoas,,11807
2013,Portugal,Pentatlo Moderno,,, pessoas,,768
2013,Portugal,Pesca Desportiva,,, pessoas,,2892
2013,Portugal,Pesca Desportiva do Alto Mar,,, pessoas,,175
2013,Portugal,Petanca,,, pessoas,,967
2013,Portugal,Remo,,, pessoas,,1632
2013,Portugal,Rugby,,, pessoas,,6449
2013,Portugal,Ski Náutico,,, pessoas,-,
2013,Portugal,Squash,,, pessoas,-,
2013,Portugal,Surf,,, pessoas,,1501
2013,Portugal,Taekwondo,,, pessoas,,4025
2013,Portugal,Ténis,,, pessoas,,18459
2013,Portugal,Ténis de Mesa,,, pessoas,,2987
2013,Portugal,Tiro,,, pessoas,,4018
2013,Portugal,Tiro com Arco,,, pessoas,,189
2013,Portugal,Tiro com Armas de Caça,,, pessoas,,3100
2013,Portugal,Total,,, pessoas,,523995
2013,Portugal,Trampolins e Desp. Acrobáticos,,, pessoas,-,
2013,Portugal,Triatlo,,, pessoas,,2028
2013,Portugal,Vela,,, pessoas,,1874
2013,Portugal,Voleibol,,, pessoas,,43023
2013,Portugal,Voo Livre,,, pessoas,,653
2013,Portugal,Xadrez,,, pessoas,,2599
2014,Portugal,Aeromodelismo,,, pessoas,,974
2014,Portugal,Aeronáutica,,, pessoas,,600
2014,Portugal,Aikido,,, pessoas,,1224
2014,Portugal,Andebol,,, pessoas,,50114
2014,Portugal,Arqueiros e Besteiros,,, pessoas,-,
2014,Portugal,Artes Marciais Chinesas,,, pessoas,,738
2014,Portugal,Atividades Subaquáticas,,, pessoas,,1110
2014,Portugal,Atletismo,,, pessoas,,14835
2014,Portugal,Automobilismo,,, pessoas,,3026
2014,Portugal,Badminton,,, pessoas,,1940
2014,Portugal,Basebol e Softbol,,, pessoas,-,
2014,Portugal,Basquetebol,,, pessoas,,35590
2014,Portugal,Bilhar,,, pessoas,,1712
2014,Portugal,Boxe,,, pessoas,-,
2014,Portugal,Bridge,,, pessoas,,866
2014,Portugal,Budo,,, pessoas,-,
2014,Portugal,Campismo e Montanhismo,,, pessoas,,32585
2014,Portugal,Canoagem,,, pessoas,,2304
2014,Portugal,Ciclismo,,, pessoas,,13226
2014,Portugal,Columbofilia,,, pessoas,,9495
2014,Portugal,Corfebol,,, pessoas,,720
2014,Portugal,Damas,,, pessoas,,794
2014,Portugal,Dança Desportiva,,, pessoas,,1212
2014,Portugal,Desporto para pessoas com deficiência,,, pessoas,,1654
2014,Portugal,Desporto Universitário,,, pessoas,,8152
2014,Portugal,Desportos de inverno,,, pessoas,,152
2014,Portugal,Equestre,,, pessoas,,5791
2014,Portugal,Escalada de Competição,,, pessoas,-,
2014,Portugal,Esgrima,,, pessoas,,1491
2014,Portugal,Futebol,,, pessoas,,155968
2014,Portugal,Futebol de Salão,,, pessoas,-,
2014,Portugal,Ginástica,,, pessoas,,13740
2014,Portugal,Golfe,,, pessoas,,14094
2014,Portugal,Halterofilismo,,, pessoas,-,
2014,Portugal,Hóquei,,, pessoas,,1838
2014,Portugal,Hovercraft,,, pessoas,-,
2014,Portugal,Jet Ski,,, pessoas,-,
2014,Portugal,Ju-Jitsu e Disciplinas Associadas,,, pessoas,x,
2014,Portugal,Judo,,, pessoas,x,
2014,Portugal,Karate,,, pessoas,,14734
2014,Portugal,Kickboxing,,, pessoas,,1475
2014,Portugal,Lohan Tao Kempo,,, pessoas,-,
2014,Portugal,Lutas Amadoras,,, pessoas,,930
2014,Portugal,Minigolfe,,, pessoas,,959
2014,Portugal,Motociclismo,,, pessoas,,933
2014,Portugal,Motonáutica,,, pessoas,,287
2014,Portugal,Natação,,, pessoas,,21695
2014,Portugal,Orientação,,, pessoas,,2788
2014,Portugal,Padel,,, pessoas,-,
2014,Portugal,Paraquedismo,,, pessoas,,549
2014,Portugal,Patinagem,,, pessoas,,11810
2014,Portugal,Pentatlo Moderno,,, pessoas,,809
2014,Portugal,Pesca Desportiva,,, pessoas,,2841
2014,Portugal,Pesca Desportiva do Alto Mar,,, pessoas,,204
2014,Portugal,Petanca,,, pessoas,,890
2014,Portugal,Remo,,, pessoas,,1479
2014,Portugal,Rugby,,, pessoas,,6683
2014,Portugal,Ski Náutico,,, pessoas,-,
2014,Portugal,Squash,,, pessoas,-,
2014,Portugal,Surf,,, pessoas,,1693
2014,Portugal,Taekwondo,,, pessoas,,4076
2014,Portugal,Ténis,,, pessoas,,19276
2014,Portugal,Ténis de Mesa,,, pessoas,,3286
2014,Portugal,Tiro,,, pessoas,,3982
2014,Portugal,Tiro com Arco,,, pessoas,,256
2014,Portugal,Tiro com Armas de Caça,,, pessoas,,3136
2014,Portugal,Total,,, pessoas,,543578
2014,Portugal,Trampolins e Desp. Acrobáticos,,, pessoas,-,
2014,Portugal,Triatlo,,, pessoas,,2201
2014,Portugal,Vela,,, pessoas,,1841
2014,Portugal,Voleibol,,, pessoas,,43076
2014,Portugal,Voo Livre,,, pessoas,,569
2014,Portugal,Xadrez,,, pessoas,,2715
2015,Portugal,Aeromodelismo,,, pessoas,,996
2015,Portugal,Aeronáutica,,, pessoas,,658
2015,Portugal,Aikido,,, pessoas,,1130
2015,Portugal,Andebol,,, pessoas,,50244
2015,Portugal,Arqueiros e Besteiros,,, pessoas,-,
2015,Portugal,Artes Marciais Chinesas,,, pessoas,,782
2015,Portugal,Atividades Subaquáticas,,, pessoas,,1520
2015,Portugal,Atletismo,,, pessoas,,15284
2015,Portugal,Automobilismo,,, pessoas,,3022
2015,Portugal,Badminton,,, pessoas,,2122
2015,Portugal,Basebol e Softbol,,, pessoas,-,
2015,Portugal,Basquetebol,,, pessoas,,36688
2015,Portugal,Bilhar,,, pessoas,,1760
2015,Portugal,Boxe,,, pessoas,-,
2015,Portugal,Bridge,,, pessoas,,897
2015,Portugal,Budo,,, pessoas,-,
2015,Portugal,Campismo e Montanhismo,,, pessoas,,28491
2015,Portugal,Canoagem,,, pessoas,,2577
2015,Portugal,Ciclismo,,, pessoas,,14637
2015,Portugal,Columbofilia,,, pessoas,,8754
2015,Portugal,Corfebol,,, pessoas,,711
2015,Portugal,Damas,,, pessoas,,766
2015,Portugal,Dança Desportiva,,, pessoas,,1301
2015,Portugal,Desporto para pessoas com deficiência,,, pessoas,,1369
2015,Portugal,Desporto Universitário,,, pessoas,,9371
2015,Portugal,Desportos de inverno,,, pessoas,,152
2015,Portugal,Equestre,,, pessoas,,6121
2015,Portugal,Escalada de Competição,,, pessoas,-,
2015,Portugal,Esgrima,,, pessoas,,659
2015,Portugal,Futebol,,, pessoas,,161167
2015,Portugal,Futebol de Salão,,, pessoas,-,
2015,Portugal,Ginástica,,, pessoas,,14004
2015,Portugal,Golfe,,, pessoas,,14248
2015,Portugal,Halterofilismo,,, pessoas,-,
2015,Portugal,Hóquei,,, pessoas,,2009
2015,Portugal,Hovercraft,,, pessoas,-,
2015,Portugal,Jet Ski,,, pessoas,-,
2015,Portugal,Ju-Jitsu e Disciplinas Associadas,,, pessoas,x,
2015,Portugal,Judo,,, pessoas,x,
2015,Portugal,Karate,,, pessoas,,12064
2015,Portugal,Kickboxing,,, pessoas,,2657
2015,Portugal,Lohan Tao Kempo,,, pessoas,-,
2015,Portugal,Lutas Amadoras,,, pessoas,,721
2015,Portugal,Minigolfe,,, pessoas,,752
2015,Portugal,Motociclismo,,, pessoas,,831
2015,Portugal,Motonáutica,,, pessoas,,178
2015,Portugal,Natação,,, pessoas,,43083
2015,Portugal,Orientação,,, pessoas,,2284
2015,Portugal,Padel,,, pessoas,-,
2015,Portugal,Paraquedismo,,, pessoas,,513
2015,Portugal,Patinagem,,, pessoas,,12270
2015,Portugal,Pentatlo Moderno,,, pessoas,,918
2015,Portugal,Pesca Desportiva,,, pessoas,,2652
2015,Portugal,Pesca Desportiva do Alto Mar,,, pessoas,,265
2015,Portugal,Petanca,,, pessoas,,798
2015,Portugal,Remo,,, pessoas,,1575
2015,Portugal,Rugby,,, pessoas,,6324
2015,Portugal,Ski Náutico,,, pessoas,-,
2015,Portugal,Squash,,, pessoas,-,
2015,Portugal,Surf,,, pessoas,,2144
2015,Portugal,Taekwondo,,, pessoas,,4497
2015,Portugal,Ténis,,, pessoas,,16159
2015,Portugal,Ténis de Mesa,,, pessoas,,3426
2015,Portugal,Tiro,,, pessoas,,3980
2015,Portugal,Tiro com Arco,,, pessoas,,261
2015,Portugal,Tiro com Armas de Caça,,, pessoas,,3158
2015,Portugal,Total,,, pessoas,,566366
2015,Portugal,Trampolins e Desp. Acrobáticos,,, pessoas,-,
2015,Portugal,Triatlo,,, pessoas,,2414
2015,Portugal,Vela,,, pessoas,,2225
2015,Portugal,Voleibol,,, pessoas,,43120
2015,Portugal,Voo Livre,,, pessoas,,516
2015,Portugal,Xadrez,,, pessoas,,2933
2016,Portugal,Aeromodelismo,,, pessoas,,1004
2016,Portugal,Aeronáutica,,, pessoas,,668
2016,Portugal,Aikido,,, pessoas,,1232
2016,Portugal,Andebol,,, pessoas,,49981
2016,Portugal,Arqueiros e Besteiros,,, pessoas,-,
2016,Portugal,Artes Marciais Chinesas,,, pessoas,,671
2016,Portugal,Atividades Subaquáticas,,, pessoas,,1529
2016,Portugal,Atletismo,,, pessoas,,14542
2016,Portugal,Automobilismo,,, pessoas,,3498
2016,Portugal,Badminton,,, pessoas,,2044
2016,Portugal,Basebol e Softbol,,, pessoas,-,
2016,Portugal,Basquetebol,,, pessoas,,40135
2016,Portugal,Bilhar,,, pessoas,,2279
2016,Portugal,Boxe,,, pessoas,-,
2016,Portugal,Bridge,,, pessoas,,1010
2016,Portugal,Budo,,, pessoas,-,
2016,Portugal,Campismo e Montanhismo,,, pessoas,,26836
2016,Portugal,Canoagem,,, pessoas,,2588
2016,Portugal,Ciclismo,,, pessoas,,15444
2016,Portugal,Columbofilia,,, pessoas,,8602
2016,Portugal,Corfebol,,, pessoas,,827
2016,Portugal,Damas,,, pessoas,,735
2016,Portugal,Dança Desportiva,,, pessoas,,1249
2016,Portugal,Desporto para pessoas com deficiência,,, pessoas,,1450
2016,Portugal,Desporto Universitário,,, pessoas,,10608
2016,Portugal,Desportos de inverno,,, pessoas,,152
2016,Portugal,Equestre,,, pessoas,,6385
2016,Portugal,Escalada de Competição,,, pessoas,-,
2016,Portugal,Esgrima,,, pessoas,,690
2016,Portugal,Futebol,,, pessoas,,168097
2016,Portugal,Futebol de Salão,,, pessoas,-,
2016,Portugal,Ginástica,,, pessoas,,16259
2016,Portugal,Golfe,,, pessoas,,14659
2016,Portugal,Halterofilismo,,, pessoas,-,
2016,Portugal,Hóquei,,, pessoas,,2019
2016,Portugal,Hovercraft,,, pessoas,-,
2016,Portugal,Jet Ski,,, pessoas,-,
2016,Portugal,Ju-Jitsu e Disciplinas Associadas,,, pessoas,x,
2016,Portugal,Judo,,, pessoas,x,
2016,Portugal,Karate,,, pessoas,,13135
2016,Portugal,Kickboxing,,, pessoas,,3933
2016,Portugal,Lohan Tao Kempo,,, pessoas,-,
2016,Portugal,Lutas Amadoras,,, pessoas,,663
2016,Portugal,Minigolfe,,, pessoas,-,
2016,Portugal,Motociclismo,,, pessoas,,928
2016,Portugal,Motonáutica,,, pessoas,,127
2016,Portugal,Natação,,, pessoas,,52355
2016,Portugal,Orientação,,, pessoas,,2173
2016,Portugal,Padel,,, pessoas,,1805
2016,Portugal,Paraquedismo,,, pessoas,,581
2016,Portugal,Patinagem,,, pessoas,,13423
2016,Portugal,Pentatlo Moderno,,, pessoas,,964
2016,Portugal,Pesca Desportiva,,, pessoas,,2503
2016,Portugal,Pesca Desportiva do Alto Mar,,, pessoas,,316
2016,Portugal,Petanca,,, pessoas,,742
2016,Portugal,Remo,,, pessoas,,1634
2016,Portugal,Rugby,,, pessoas,,6480
2016,Portugal,Ski Náutico,,, pessoas,-,
2016,Portugal,Squash,,, pessoas,-,
2016,Portugal,Surf,,, pessoas,,2494
2016,Portugal,Taekwondo,,, pessoas,,4127
2016,Portugal,Ténis,,, pessoas,,15755
2016,Portugal,Ténis de Mesa,,, pessoas,,3656
2016,Portugal,Tiro,,, pessoas,,4032
2016,Portugal,Tiro com Arco,,, pessoas,,273
2016,Portugal,Tiro com Armas de Caça,,, pessoas,,3159
2016,Portugal,Total,,, pessoas,,594795
2016,Portugal,Trampolins e Desp. Acrobáticos,,, pessoas,-,
2016,Portugal,Triatlo,,, pessoas,,2503
2016,Portugal,Vela,,, pessoas,,2377
2016,Portugal,Voleibol,,, pessoas,,43625
2016,Portugal,Voo Livre,,, pessoas,,665
2016,Portugal,Xadrez,,, pessoas,,2872
2017,Portugal,Aeromodelismo,,, pessoas,,1011
2017,Portugal,Aeronáutica,,, pessoas,,694
2017,Portugal,Aikido,,, pessoas,,1357
2017,Portugal,Andebol,,, pessoas,,49812
2017,Portugal,Arqueiros e Besteiros,,, pessoas,-,
2017,Portugal,Artes Marciais Chinesas,,, pessoas,,475
2017,Portugal,Atividades Subaquáticas,,, pessoas,,1531
2017,Portugal,Atletismo,,, pessoas,,16448
2017,Portugal,Automobilismo,,, pessoas,,3512
2017,Portugal,Badminton,,, pessoas,,1975
2017,Portugal,Basebol e Softbol,,, pessoas,-,
2017,Portugal,Basquetebol,,, pessoas,,41807
2017,Portugal,Bilhar,,, pessoas,,2251
2017,Portugal,Boxe,,, pessoas,-,
2017,Portugal,Bridge,,, pessoas,,952
2017,Portugal,Budo,,, pessoas,-,
2017,Portugal,Campismo e Montanhismo,,, pessoas,,26249
2017,Portugal,Canoagem,,, pessoas,,2599
2017,Portugal,Ciclismo,,, pessoas,,15739
2017,Portugal,Columbofilia,,, pessoas,,8387
2017,Portugal,Corfebol,,, pessoas,,853
2017,Portugal,Damas,,, pessoas,,767
2017,Portugal,Dança Desportiva,,, pessoas,,1265
2017,Portugal,Desporto para pessoas com deficiência,,, pessoas,,1609
2017,Portugal,Desporto Universitário,,, pessoas,,8178
2017,Portugal,Desportos de inverno,,, pessoas,,151
2017,Portugal,Equestre,,, pessoas,,6494
2017,Portugal,Escalada de Competição,,, pessoas,-,
2017,Portugal,Esgrima,,, pessoas,,705
2017,Portugal,Futebol,,, pessoas,,176349
2017,Portugal,Futebol de Salão,,, pessoas,-,
2017,Portugal,Ginástica,,, pessoas,,18312
2017,Portugal,Golfe,,, pessoas,,15847
2017,Portugal,Halterofilismo,,, pessoas,-,
2017,Portugal,Hóquei,,, pessoas,,2058
2017,Portugal,Hovercraft,,, pessoas,-,
2017,Portugal,Jet Ski,,, pessoas,-,
2017,Portugal,Ju-Jitsu e Disciplinas Associadas,,, pessoas,x,
2017,Portugal,Judo,,, pessoas,x,
2017,Portugal,Karate,,, pessoas,,13231
2017,Portugal,Kickboxing,,, pessoas,,3519
2017,Portugal,Lohan Tao Kempo,,, pessoas,-,
2017,Portugal,Lutas Amadoras,,, pessoas,,881
2017,Portugal,Minigolfe,,, pessoas,-,
2017,Portugal,Motociclismo,,, pessoas,,1081
2017,Portugal,Motonáutica,,, pessoas,,114
2017,Portugal,Natação,,, pessoas,,65499
2017,Portugal,Orientação,,, pessoas,,2055
2017,Portugal,Padel,,, pessoas,,3123
2017,Portugal,Paraquedismo,,, pessoas,,617
2017,Portugal,Patinagem,,, pessoas,,15892
2017,Portugal,Pentatlo Moderno,,, pessoas,,981
2017,Portugal,Pesca Desportiva,,, pessoas,,2559
2017,Portugal,Pesca Desportiva do Alto Mar,,, pessoas,,382
2017,Portugal,Petanca,,, pessoas,,746
2017,Portugal,Remo,,, pessoas,,1637
2017,Portugal,Rugby,,, pessoas,,6460
2017,Portugal,Ski Náutico,,, pessoas,-,
2017,Portugal,Squash,,, pessoas,-,
2017,Portugal,Surf,,, pessoas,,2382
2017,Portugal,Taekwondo,,, pessoas,-,
2017,Portugal,Ténis,,, pessoas,,16139
2017,Portugal,Ténis de Mesa,,, pessoas,,3581
2017,Portugal,Tiro,,, pessoas,,4018
2017,Portugal,Tiro com Arco,,, pessoas,,341
2017,Portugal,Tiro com Armas de Caça,,, pessoas,,3198
2017,Portugal,Total,,, pessoas,,621683
2017,Portugal,Trampolins e Desp. Acrobáticos,,, pessoas,-,
2017,Portugal,Triatlo,,, pessoas,,2831
2017,Portugal,Vela,,, pessoas,,2367
2017,Portugal,Voleibol,,, pessoas,,44208
2017,Portugal,Voo Livre,,, pessoas,,671
2017,Portugal,Xadrez,,, pessoas,,3081
2018,Portugal,Aeromodelismo,,, pessoas,,996
2018,Portugal,Aeronáutica,,, pessoas,,586
2018,Portugal,Aikido,,, pessoas,,1343
2018,Portugal,Andebol,,, pessoas,,49661
2018,Portugal,Arqueiros e Besteiros,,, pessoas,-,
2018,Portugal,Artes Marciais Chinesas,,, pessoas,,576
2018,Portugal,Atividades Subaquáticas,,, pessoas,,1533
2018,Portugal,Atletismo,,, pessoas,,18147
2018,Portugal,Automobilismo,,, pessoas,,3790
2018,Portugal,Badminton,,, pessoas,,1847
2018,Portugal,Basebol e Softbol,,, pessoas,-,
2018,Portugal,Basquetebol,,, pessoas,,39247
2018,Portugal,Bilhar,,, pessoas,,2543
2018,Portugal,Boxe,,, pessoas,-,
2018,Portugal,Bridge,,, pessoas,,982
2018,Portugal,Budo,,, pessoas,-,
2018,Portugal,Campismo e Montanhismo,,, pessoas,,25915
2018,Portugal,Canoagem,,, pessoas,,2641
2018,Portugal,Ciclismo,,, pessoas,,16448
2018,Portugal,Columbofilia,,, pessoas,,8183
2018,Portugal,Corfebol,,, pessoas,,950
2018,Portugal,Damas,,, pessoas,,849
2018,Portugal,Dança Desportiva,,, pessoas,,1265
2018,Portugal,Desporto para pessoas com deficiência,,, pessoas,,1362
2018,Portugal,Desporto Universitário,,, pessoas,,8154
2018,Portugal,Desportos de inverno,,, pessoas,,211
2018,Portugal,Equestre,,, pessoas,,6075
2018,Portugal,Escalada de Competição,,, pessoas,-,
2018,Portugal,Esgrima,,, pessoas,,793
2018,Portugal,Futebol,,, pessoas,,189417
